Group;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20;T21;T22;T23;T24;T25
Low;Active;Active;Disengaged;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;;
Low;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Average;Disengaged;Active;Active
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Average;Active;Disengaged;Average;Average;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Average
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Average
Low;Active;Average;Average;Average;Average;Average;Average;Disengaged;Active;Disengaged;Disengaged;Disengaged;Active;Active;Active;Average;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Average;Average;Average;Average;Average;Disengaged;Active;Disengaged;Disengaged;Average;Average;Disengaged
Low;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Average;Average;Active;Active;Active;Active
Low;Disengaged;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average
Low;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Active
Low;Average;Average;Average;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Disengaged
Low;Active;Active;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Disengaged;Average;Average;Active;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Disengaged;Active;Active;Active;Active;;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Average;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Disengaged;Disengaged;Average;Average;Average;Average;Active;Active
Low;Average;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Average;Average;Disengaged;Average;Active;Active;Active;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;;
Low;Average;Average;Active;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Average;Average;Average;Active;Active;Active;Active;Active
Low;Active;Average;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged
Low;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Average;Active;Active;Active;Active;Active
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;;
Low;Active;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Average;Average;Average;Average;Average;Disengaged;Average;Average;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged
Low;Average;Active;Average;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Average;Average;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Average;Active;Active;Disengaged;Average;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Active;Active;Average;Average;Average;Active;Active;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Average
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Disengaged;Active;Active;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;;
Low;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Average;Disengaged;Disengaged
Low;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;;
Low;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;Average;Active;Disengaged;Active;Active;Active;Active;Average;Average;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;
Low;Average;Average;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Average;Disengaged;Disengaged
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Average;Active;Active;Disengaged;Average
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active;Active;Average;Average;Disengaged;Average;Disengaged
Low;Average;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Average;Average;Disengaged;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged
Low;Active;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Disengaged;Disengaged;Disengaged;Average;
Low;Active;Active;Active;Disengaged;Disengaged;Average;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Average;Active;Active;Average;Average
Low;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active
Low;Active;Active;Active;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;
Low;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Disengaged
Low;Active;Active;Active;Active;Active;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Average;Average
Low;Average;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active;Active;Active;Disengaged;Disengaged;Disengaged
Low;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Disengaged;Average;Active;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;
Low;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Average;Active;Average;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average
Low;Average;Average;Average;Active;Average;Active;Disengaged;Average;Active;Active;Active;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Average;Average;Average;Active;Active;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average
Low;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Active;
Low;Active;Active;Active;Active;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged
Low;Disengaged;Disengaged;Average;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Active;Active;Average;Average;Active;Active;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged
Low;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;Disengaged;Disengaged;Average;Average;Active;Active;Active;Active;Active
Low;Average;Active;Active;Disengaged;Active;Active;Average;Active;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Average;Average;;
Low;Active;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Average;Active;Active;Average;Disengaged;Average;Disengaged;Disengaged;Disengaged;Average;Disengaged;Active;Active
Low;Active;Average;Average;Average;Average;Average;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Disengaged;Active;Active;Active;Active
